0.000000	2
0.200000	3.778431
0.400000	3.072048
0.600000	3.000884
0.800000	1.347235
1.000000	1.108492
1.200000	-0.831328
1.400000	-1.062357
1.600000	-2.328534
1.800000	-3.278776
2.000000	-3.707174
2.200000	-3.687098
2.400000	-4.905098
2.600000	-5.089131
2.800000	-4.814630
3.000000	-4.780929
3.200000	-4.022226
3.400000	-3.897586
3.600000	-3.224822
3.800000	-1.432403
4.000000	-1.264628
4.200000	0.619914
4.400000	0.500869
4.600000	1.732192
4.800000	2.951858
5.000000	3.739682
5.200000	4.501969
5.400000	3.979597
5.600000	4.302486
5.800000	5.164584
6.000000	4.986564
6.200000	4.750262
6.400000	3.754644
6.600000	3.739298
6.800000	2.967099
7.000000	2.649081
7.200000	0.662031
7.400000	0.355929
7.600000	-1.526116
7.800000	-2.340594
8.000000	-3.875058
8.200000	-4.108641
8.400000	-4.650576
8.600000	-4.407611
8.800000	-4.412188
9.000000	-4.491375
9.200000	-4.440792
9.400000	-4.339747
9.600000	-3.397589
9.800000	-3.468322
10.000000	-2.263656
10.200000	-0.923415
10.400000	-0.371511
10.600000	0.460473
10.800000	1.675677
11.000000	2.847205
11.200000	3.264295
11.400000	4.109321
11.600000	4.441214
11.800000	5.116235
12.000000	5.194893
12.200000	4.722570
12.400000	4.427071
12.600000	4.108285
12.800000	3.829039
13.000000	3.433906
13.200000	2.074349
13.400000	0.864923
13.600000	-0.139685
13.800000	-0.955711
14.000000	-2.164576
14.200000	-3.001757
14.400000	-3.288935
14.600000	-3.776803
14.800000	-4.807923
15.000000	-4.680673
15.200000	-4.901965
15.400000	-4.601333
15.600000	-4.553850
15.800000	-4.179803
16.000000	-3.820413
16.200000	-2.616613
16.400000	-1.397371
16.600000	-0.437424
16.800000	-1.246585
17.000000	1.114021
17.200000	2.765646
17.400000	2.974074
17.600000	3.429866
17.800000	4.210385
18.000000	4.506250
18.200000	5.222218
18.400000	4.910408
18.600000	4.823626
18.800000	4.695082
19.000000	3.729169
19.200000	3.968941
19.400000	2.176222
19.600000	1.278612
19.800000	0.575186
