0.000000	4.288215	0.250000	0.2
0.200000	3.778431	0.250000	0.2
0.400000	3.072048	0.250000	0.2
0.600000	3.000884	0.250000	0.2
0.800000	1.347235	0.250000	0.2
1.000000	1.108492	0.250000	0.2
1.200000	-0.831328	0.250000	0.2
1.400000	-1.062357	0.250000	0.2
1.600000	-2.328534	0.250000	0.2
1.800000	-3.278776	0.250000	0.2
2.000000	-3.707174	0.250000	0.2
2.200000	-3.687098	0.250000	0.2
2.400000	-4.905098	0.250000	0.2
2.600000	-5.089131	0.250000	0.2
2.800000	-4.814630	0.250000	0.2
3.000000	-4.780929	0.250000	0.2
3.200000	-4.022226	0.250000	0.2
3.400000	-3.897586	0.250000	0.2
3.600000	-3.224822	0.250000	0.2
3.800000	-1.432403	0.250000	0.2
4.000000	-1.264628	0.250000	0.2
4.200000	0.619914	0.250000	0.2
4.400000	0.500869	0.250000	0.2
4.600000	1.732192	0.250000	0.2
4.800000	2.951858	0.250000	0.2
5.000000	3.739682	0.250000	0.2
5.200000	4.501969	0.250000	0.2
5.400000	3.979597	0.250000	0.2
5.600000	4.302486	0.250000	0.2
5.800000	5.164584	0.250000	0.2
6.000000	4.986564	0.250000	0.2
6.200000	4.750262	0.250000	0.2
6.400000	3.754644	0.250000	0.2
6.600000	3.739298	0.250000	0.2
6.800000	2.967099	0.250000	0.2
7.000000	2.649081	0.250000	0.2
7.200000	0.662031	0.250000	0.2
7.400000	0.355929	0.250000	0.2
7.600000	-1.526116	0.250000	0.2
7.800000	-2.340594	0.250000	0.2
8.000000	-3.875058	0.250000	0.2
8.200000	-4.108641	0.250000	0.2
8.400000	-4.650576	0.250000	0.2
8.600000	-4.407611	0.250000	0.2
8.800000	-4.412188	0.250000	0.2
9.000000	-4.491375	0.250000	0.2
9.200000	-4.440792	0.250000	0.2
9.400000	-4.339747	0.250000	0.2
9.600000	-3.397589	0.250000	0.2
9.800000	-3.468322	0.250000	0.2
10.000000	-2.263656	0.250000	0.2
10.200000	-0.923415	0.250000	0.2
10.400000	-0.371511	0.250000	0.2
10.600000	0.460473	0.250000	0.2
10.800000	1.675677	0.250000	0.2
11.000000	2.847205	0.250000	0.2
11.200000	3.264295	0.250000	0.2
11.400000	4.109321	0.250000	0.2
11.600000	4.441214	0.250000	0.2
11.800000	5.116235	0.250000	0.2
12.000000	5.194893	0.250000	0.2
12.200000	4.722570	0.250000	0.2
12.400000	4.427071	0.250000	0.2
12.600000	4.108285	0.250000	0.2
12.800000	3.829039	0.250000	0.2
13.000000	3.433906	0.250000	0.2
13.200000	2.074349	0.250000	0.2
13.400000	0.864923	0.250000	0.2
13.600000	-0.139685	0.250000	0.2
13.800000	-0.955711	0.250000	0.2
14.000000	-2.164576	0.250000	0.2
14.200000	-3.001757	0.250000	0.2
14.400000	-3.288935	0.250000	0.2
14.600000	-3.776803	0.250000	0.2
14.800000	-4.807923	0.250000	0.2
15.000000	-4.680673	0.250000	0.2
15.200000	-4.901965	0.250000	0.2
15.400000	-4.601333	0.250000	0.2
15.600000	-4.553850	0.250000	0.2
15.800000	-4.179803	0.250000	0.2
16.000000	-3.820413	0.250000	0.2
16.200000	-2.616613	0.250000	0.2
16.400000	-1.397371	0.250000	0.2
16.600000	-0.437424	0.250000	0.2
16.800000	-1.246585	0.250000	0.2
17.000000	1.114021	0.250000	0.2
17.200000	2.765646	0.250000	0.2
17.400000	2.974074	0.250000	0.2
17.600000	3.429866	0.250000	0.2
17.800000	4.210385	0.250000	0.2
18.000000	4.506250	0.250000	0.2
18.200000	5.222218	0.250000	0.2
18.400000	4.910408	0.250000	0.2
18.600000	4.823626	0.250000	0.2
18.800000	4.695082	0.250000	0.2
19.000000	3.729169	0.250000	0.2
19.200000	3.968941	0.250000	0.2
19.400000	2.176222	0.250000	0.2
19.600000	1.278612	0.250000	0.2
19.800000	0.575186	0.250000	0.2
